job_link,job_title,comp_name,location,expire_date,update_date,staff_type,salary,job_level,sal_min,sal_max,currency,exp_min,exp_max,exp_measurement,location_Hà Nội,location_Hồ Chí Minh,location_Đồng Nai,location_Bình Dương,location_Hải Dương,location_Đà Nẵng,industry_CNTT - Phần mềm,industry_Kế toán / Kiểm toán,industry_Tài chính / Đầu tư,industry_Ngân hàng,industry_Dịch vụ khách hàng,industry_Thống kê,industry_Ngành khác,industry_Bán hàng / Kinh doanh,industry_Nhân sự,industry_Sản xuất / Vận hành sản xuất,industry_CNTT - Phần cứng / Mạng,industry_Bưu chính viễn thông,industry_Tiếp thị / Marketing,industry_Hành chính / Thư ký,industry_Tiếp thị trực tuyến,industry_Bất động sản,industry_Quản lý điều hành,industry_Bảo hiểm,industry_Biên phiên dịch,industry_Dược phẩm,industry_Chứng khoán,industry_Vận chuyển / Giao nhận /Kho vận,industry_Thu mua / Vật tư,industry_Thực phẩm & Đồ uống,industry_Mới tốt nghiệp / Thực tập,industry_Tư vấn,industry_Bán lẻ / Bán sỉ,industry_Dệt may / Da giày / Thời trang,industry_Hàng gia dụng / Chăm sóc cá nhân,industry_Luật / Pháp lý,industry_Cơ khí / Ô tô / Tự động hóa,industry_Quản lý chất lượng (QA/QC),industry_Quảng cáo / Đối ngoại / Truyền Thông,industry_Giải trí,industry_Y tế / Chăm sóc sức khỏe,job_id
https://careerbuilder.vn/vi/tim-viec-lam/cong-tac-vien-phan-tich-kinh-doanh-ha-noi-ta139.35BED593.html,cộng tác viên phân tích kinh doanh - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-23,2023-11-17,Nhân viên chính thức,Cạnh tranh,Mới tốt nghiệp,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35BED593
https://careerbuilder.vn/vi/tim-viec-lam/cong-tac-vien-phan-tich-kinh-doanh-ha-noi-ta139.35BED6A2.html,cộng tác viên phân tích kinh doanh - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-23,2023-11-18,Nhân viên chính thức,Cạnh tranh,Mới tốt nghiệp,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35BED6A2
https://careerbuilder.vn/vi/tim-viec-lam/ifrs-accountant.35BDD2DF.html,ifrs accountant,Shinhan Bank Vietnam,Hồ Chí Minh,2023-12-18,2023-11-19,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35BDD2DF
https://careerbuilder.vn/vi/tim-viec-lam/senior-supply-chain-analyst.35BEE24E.html,senior/ supply chain analyst,Yes4All Trading Services Company Limited,Hồ Chí Minh,2023-11-30,2023-11-16,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,5.0,năm,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE24E
https://careerbuilder.vn/vi/tim-viec-lam/hr-analyst.35BEF539.html,hr analyst,Yes4All Trading Services Company Limited,Hồ Chí Minh,2023-12-11,2023-11-13,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,3.0,năm,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF539
https://careerbuilder.vn/vi/tim-viec-lam/jhc0032110-senior-marketing-executive-strong-content-marketing-strategy.35BEEA00.html,[jhc0032110] senior marketing executive (strong content marketing strategy),"Iconic Co.,Ltd",Hồ Chí Minh,2023-12-06,2023-11-14,Nhân viên chính thức,20 Tr - 22 Tr VND,Trưởng nhóm / Giám sát,20.0,22.0,VND,3.0,5.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEEA00
https://careerbuilder.vn/vi/tim-viec-lam/senior-merchandising-specialist.35BEF77C.html,senior merchandising specialist,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội,2023-12-28,2023-11-14,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF77C
https://careerbuilder.vn/vi/tim-viec-lam/senior-sales-effectiveness-specialist.35BDDF95.html,senior sales effectiveness specialist,IDEAL LIFE JSC - CÔNG TY CỔ PHẦN TƯ VẤN IDEAL LIFE,Hồ Chí Minh,2023-11-30,2023-10-27,Nhân viên chính thức,16 Tr - 28 Tr VND,Nhân viên,16.0,28.0,VND,3.0,,năm,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDDF95
https://careerbuilder.vn/vi/tim-viec-lam/data-product-owner-ha-noi-ta139.35BDDFB2.html,data product owner - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-25,2023-10-27,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,4.0,7.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDDFB2
https://careerbuilder.vn/vi/tim-viec-lam/data-partner-chuyen-vien-cao-cap-doi-tac-du-lieu-ha-noi-ta139.35BDDFA9.html,data partner – chuyên viên cao cấp đối tác dữ liệu - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-25,2023-10-27,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,4.0,7.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDDFA9
https://careerbuilder.vn/vi/tim-viec-lam/financial-analyst.35BED5ED.html,financial analyst,PMAX - Total Performance Marketing Company,Hồ Chí Minh,2023-11-26,2023-10-27,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BED5ED
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-khoi-cntt.35BDE3D8.html,chuyên viên phân tích dữ liệu (khối cntt),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-11-26,2023-10-28,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE3D8
https://careerbuilder.vn/vi/tim-viec-lam/financial-analyst.35BEDDC7.html,financial analyst,Công Ty Tài Chính Mirae Asset (Việt Nam),Hồ Chí Minh,2023-12-31,2023-10-31,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,3.0,năm,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEDDC7
https://careerbuilder.vn/vi/tim-viec-lam/data-partner-chuyen-vien-cao-cap-doi-tac-du-lieu-ha-noi-ta139.35BEEA0A.html,data partner – chuyên viên cao cấp đối tác dữ liệu - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-30,2023-11-13,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,4.0,7.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEEA0A
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-khoi-cntt.35BED9A4.html,chuyên viên phân tích dữ liệu (khối cntt),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-11-28,2023-11-13,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BED9A4
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-nhu-cau-demand-analyst.35BEE9DA.html,chuyên viên cao cấp phân tích nhu cầu (demand analyst),Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,2023-11-30,2023-11-13,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35BEE9DA
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BEF92E.html,chuyên viên phân tích dữ liệu,Công ty Cổ phần CANIFA,Hà Nội,2023-11-30,2023-11-14,Nhân viên chính thức,10 Tr - 20 Tr VND,Nhân viên,10.0,20.0,VND,2.0,10.0,năm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35BEF92E
https://careerbuilder.vn/vi/tim-viec-lam/parts-marketing-specialist.35BEF20A.html,parts marketing specialist,PHU THAI CAT,Hà Nội,2023-11-23,2023-11-16,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF20A
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nganh.35BE0925.html,chuyên viên phân tích ngành,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,2023-12-16,2023-11-17,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0925
https://careerbuilder.vn/vi/tim-viec-lam/senior-business-intelligence-analyst.35BEF4FE.html,senior business intelligence analyst,Yes4All Trading Services Company Limited,Hồ Chí Minh,2023-12-11,2023-11-19,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,3.0,năm,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF4FE
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-senior-expert-ha-noi-ta139.35BDDF99.html,data scientist senior/expert - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-11-25,2023-10-27,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,5.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDDF99
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-trang-suc.35BE3CD4.html,chuyên viên phân tích dữ liệu (trang sức),CÔNG TY CỔ PHẦN CHARM GROUP,Hồ Chí Minh,2023-11-30,2023-10-27,Nhân viên chính thức,Trên12 Tr VND,Nhân viên,12.0,,VND,2.0,3.0,năm,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35BE3CD4
https://careerbuilder.vn/vi/tim-viec-lam/data-science-expert.35BDEE70.html,data science expert,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,2023-12-25,2023-11-03,Nhân viên chính thức,Cạnh tranh,Quản lý,,,,5.0,8.0,năm,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35BDEE70
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-chinh-phan-tich-du-lieu-kinh-doanh-bi-analytics.35BDDE97.html,chuyên viên/chuyên viên chính phân tích dữ liệu kinh doanh (bi analytics),Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,2023-11-24,2023-10-26,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,5.0,năm,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDDE97
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-senior-expert-ha-noi-ta139.35BEE3B6.html,data scientist senior/expert - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-12-02,2023-11-16,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,5.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE3B6
https://careerbuilder.vn/vi/tim-viec-lam/cvc-cvcc-phan-tich-nganh.35BE0911.html,cvc/cvcc phân tích ngành,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,2023-12-16,2023-11-17,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0911
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-kinh-doanh-mang-thu-hoi-no-ha-noi-ta139.35BDB9D3.html,chuyên viên cao cấp phân tích kinh doanh - mảng thu hồi nợ - hà nội - ta139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-12-05,2023-11-06,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB9D3
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chinh-phan-tich-kinh-doanh-thu-hoi-no-ha-noi-ta079.35BEEBB1.html,chuyên viên chính phân tích kinh doanh (thu hồi nợ) - hà nội - ta079,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-12-31,2023-11-14,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,1.0,2.0,năm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35BEEBB1
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BDE1EE.html,chuyên viên phân tích dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-11-26,2023-10-28,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE1EE
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-khoi-qtrr.35BED99A.html,chuyên viên phân tích dữ liệu (khối qtrr),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-11-28,2023-11-13,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BED99A
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BDACE6.html,chuyên viên phân tích dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-11-26,2023-10-28,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,,năm,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDACE6
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35BE487F.html,data engineer,DatvietVAC Group Holdings,Hồ Chí Minh,2023-11-30,2023-10-27,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE487F
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cong-nghe-thong-tin.35BEEB6C.html,chuyên viên công nghệ thông tin,Công ty cổ phần Goldocean Việt Nam,Hà Nội,2023-12-07,2023-11-14,Nhân viên chính thức,9 Tr - 15 Tr VND,Nhân viên,9.0,15.0,VND,1.0,,năm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEEB6C
https://careerbuilder.vn/vi/tim-viec-lam/costing-analysis-specialist.35BDFB2C.html,costing analysis specialist,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,Hồ Chí Minh,2023-12-09,2023-11-10,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,3.0,10.0,năm,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDFB2C
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-it-phan-mem.35BE0D21.html,chuyên viên it (phần mềm),CÔNG TY TNHH HTAUTO VIỆT NAM,Hà Nội,2023-12-17,2023-11-18,Nhân viên chính thức,12 Tr - 15 Tr VND,Nhân viên,12.0,15.0,VND,1.0,3.0,năm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE0D21
https://careerbuilder.vn/vi/tim-viec-lam/senior-clerk-and-above-it-department.35BDE5C6.html,senior clerk and above(it department),Công Ty TNHH JAC Recruitment Vietnam,Hà Nội,2023-11-27,2023-10-29,Nhân viên chính thức,20 Tr - 40 Tr VND,Nhân viên,20.0,40.0,VND,3.0,5.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE5C6
https://careerbuilder.vn/vi/tim-viec-lam/data-science.35BEE456.html,data science,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ẨM THỰC ICOOL,Hồ Chí Minh,2023-11-30,2023-11-09,Nhân viên chính thức,10 Tr - 13 Tr VND,Nhân viên,10.0,13.0,VND,1.0,3.0,năm,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE456
https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-hanoi-ta083.35BDC00F.html,data engineer - hanoi - ta083,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,2023-12-07,2023-11-08,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDC00F
https://careerbuilder.vn/vi/tim-viec-lam/risk-model-validation.35BEDF0D.html,risk model validation,TECHCOMBANK,Hà Nội,2023-11-30,2023-11-14,Nhân viên chính thức,Cạnh tranh,Quản lý,,,,10.0,,năm,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEDF0D
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-trung-tam-cong-nghe-du-lieu-khoi-du-lieu.35BDB985.html,data scientist - trung tâm công nghệ dữ liệu - khối dữ liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,2023-12-04,2023-11-05,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB985
https://careerbuilder.vn/vi/tim-viec-lam/data-scientist-trung-tam-cong-nghe-du-lieu-khoi-du-lieu.35BDFF15.html,data scientist - trung tâm công nghệ dữ liệu - khối dữ liệu,Ngân Hàng TMCP Quân Đội,Hà Nội,2023-12-10,2023-11-11,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDFF15
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-du-lieu-msb-df-dxa-1m387.35BEF5DB.html,chuyên gia quản trị dữ liệu - msb df - dxa - 1m387,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,2023-12-27,2023-11-13,Nhân viên chính thức,Lên đến45 Tr VND,Nhân viên,,45.0,VND,4.0,5.0,năm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF5DB
https://careerbuilder.vn/vi/tim-viec-lam/senior-java-developer.35BEE3D4.html,senior java developer,Công ty Cổ Phần Funtap,Hà Nội,2023-11-30,2023-11-16,Nhân viên chính thức,35 Tr - 40 Tr VND,Trưởng nhóm / Giám sát,35.0,40.0,VND,3.0,,năm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE3D4
https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-net.35BEE306.html,lập trình viên .net,Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,2023-11-30,2023-11-16,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,3.0,năm,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE306
https://careerbuilder.vn/vi/tim-viec-lam/senior-backend-developer-java.35BEE0DE.html,senior backend developer (java),Công ty Cổ phần Thời Trang YODY,"Hà Nội, Hải Dương",2023-11-30,2023-11-15,Nhân viên chính thức,20 Tr - 40 Tr VND,Nhân viên,20.0,40.0,VND,2.0,5.0,năm,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEE0DE
https://careerbuilder.vn/vi/tim-viec-lam/it-web-developer.35BEF66B.html,it web developer,Công Ty TNHH VIỆT NAM NOK,Đồng Nai,2023-11-24,2023-11-17,Nhân viên chính thức,12 Tr - 20 Tr VND,Nhân viên,12.0,20.0,VND,1.0,,năm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BEF66B
https://careerbuilder.vn/vi/tim-viec-lam/senior-clerk-it-admin-it-department.35BE1468.html,senior clerk - it admin - it department,"NGÂN HÀNG MIZUHO BANK, LTD.- CHI NHÁNH THÀNH PHỐ HÀ NỘI",Hà Nội,2023-11-30,2023-11-13,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,3.0,5.0,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BE1468
https://careerbuilder.vn/vi/tim-viec-lam/backend-developer-team-leader.35BEEE79.html,backend developer team leader,Công Ty Cổ Phần Phương Tiện Điện Thông Minh Selex,Hà Nội,2023-12-08,2023-11-15,Nhân viên chính thức,"Lên đến2,500 USD",Trưởng nhóm / Giám sát,,2.5,USD,5.0,,năm,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35BEEE79
https://careerbuilder.vn/vi/tim-viec-lam/regional-senior-internal-audit.35BDE1CC.html,regional senior internal audit,Wipro Consumer Care Vietnam,Bình Dương,2023-11-25,2023-10-27,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,5.0,,năm,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDE1CC
https://careerbuilder.vn/vi/tim-viec-lam/brand-building-finance-supervisor-frozen-chiilled.35BDBC54.html,brand building finance supervisor (frozen & chiilled),Masan Consumer,Hồ Chí Minh,2023-12-05,2023-11-06,Nhân viên chính thức,Cạnh tranh,Trưởng nhóm / Giám sát,,,,3.0,5.0,năm,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35BDBC54
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-van-hanh-he-thong-du-an-omni-channel.35BDF403.html,chuyên viên quản trị vận hành hệ thống - dự án omni channel,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-12-05,2023-11-06,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDF403
https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-van-hanh-he-thong-du-an-omni-channel.35BDB9BC.html,chuyên viên quản trị vận hành hệ thống - dự án omni channel,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-12-05,2023-11-06,Nhân viên chính thức,Cạnh tranh,Nhân viên,,,,2.0,,năm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35BDB9BC
